vendor_category,department_name,reporting_month,total_shipments,total_gross_sales,avg_delay_days,late_delivery_rate,rolling_3_month_sales_avg,risk_rank_within_department
Camping & Hiking,Fan Shop,6/22/20,41,12299.18,0.24,43.9,13399.11,107
Camping & Hiking,Fan Shop,9/23/20,55,16498.9,0.24,47.27,13199.12,107
Fishing,Fan Shop,11/15/2,33,13199.34,0.24,57.58,13732.65,107
Fishing,Fan Shop,3/29/20,67,26798.66,0.24,47.76,22265.55,107
Fishing,Fan Shop,3/3/201,51,20398.98,0.24,50.98,21998.9,107
Fishing,Fan Shop,6/30/20,63,25198.74,0.24,50.79,19732.35,107
Indoor/Outdoor Games,Fan Shop,10/30/2,42,5847.66,0.24,35.71,6030.92,107
Indoor/Outdoor Games,Fan Shop,12/21/2,42,6347.46,0.24,45.24,6180.86,107
Indoor/Outdoor Games,Fan Shop,3/9/201,51,7796.88,0.24,49.02,8280.02,107
Water Sports,Fan Shop,11/14/2,33,6599.67,0.24,48.48,5866.37,107
Water Sports,Fan Shop,11/18/2,37,7399.63,0.24,51.35,6666.33,107
Camping & Hiking,Fan Shop,12/28/2,30,8999.4,0.23,46.67,8399.44,108
Camping & Hiking,Fan Shop,6/29/20,52,15598.96,0.23,53.85,11999.2,108
Camping & Hiking,Fan Shop,8/16/20,31,9299.38,0.23,48.39,10299.31,108
Camping & Hiking,Fan Shop,9/13/20,43,12899.14,0.23,44.19,12899.14,108
Camping & Hiking,Fan Shop,9/3/201,47,14099.06,0.23,51.06,13899.07,108
Fishing,Fan Shop,10/9/20,39,15599.22,0.23,43.59,12932.69,108
Fishing,Fan Shop,6/22/20,64,25598.72,0.23,48.44,22532.21,108
Indoor/Outdoor Games,Fan Shop,1/21/20,65,9096.36,0.23,47.69,8713.18,108
Indoor/Outdoor Games,Fan Shop,7/26/20,56,7546.98,0.23,44.64,7363.72,108
Water Sports,Fan Shop,12/15/2,26,5199.74,0.23,53.85,6066.36,108
Water Sports,Fan Shop,4/6/201,40,7999.6,0.23,50.0,8932.89,108
Water Sports,Fan Shop,8/11/20,52,10399.48,0.23,44.23,9132.88,108
Water Sports,Fan Shop,8/14/20,48,9599.52,0.23,56.25,8466.24,108
Water Sports,Fan Shop,9/1/201,53,10599.47,0.23,47.17,8866.22,108
Indoor/Outdoor Games,Fan Shop,12/26/2,32,4648.14,0.22,56.25,6713.98,109
Indoor/Outdoor Games,Fan Shop,6/3/201,58,8946.42,0.22,46.55,8729.84,109
Indoor/Outdoor Games,Fan Shop,7/16/20,67,9246.3,0.22,38.81,9346.26,109
Indoor/Outdoor Games,Fan Shop,7/18/20,50,7447.02,0.22,52.0,8346.66,109
Water Sports,Fan Shop,1/9/201,32,6399.68,0.22,37.5,9199.54,109
Water Sports,Fan Shop,10/26/2,37,7399.63,0.22,45.95,6866.32,109
Camping & Hiking,Fan Shop,1/1/201,52,15598.96,0.21,42.31,15598.96,110
Camping & Hiking,Fan Shop,2/23/20,38,11399.24,0.21,50.0,12699.15,110
Camping & Hiking,Fan Shop,3/5/201,33,9899.34,0.21,54.55,12499.17,110
Camping & Hiking,Fan Shop,5/3/201,33,9899.34,0.21,54.55,12099.19,110
Camping & Hiking,Fan Shop,7/13/20,33,9899.34,0.21,57.58,12099.19,110
Fishing,Fan Shop,10/16/2,28,11199.44,0.21,60.71,13199.34,110
Indoor/Outdoor Games,Fan Shop,12/10/2,34,5247.9,0.21,44.12,5447.82,110
Indoor/Outdoor Games,Fan Shop,2/23/20,70,11045.58,0.21,50.0,9729.44,110
Water Sports,Fan Shop,4/13/20,47,9399.53,0.21,44.68,9199.54,110
Water Sports,Fan Shop,4/22/20,43,8599.57,0.21,51.16,9132.88,110
Water Sports,Fan Shop,4/9/201,53,10599.47,0.21,47.17,9866.17,110
Water Sports,Fan Shop,6/13/20,52,10399.48,0.21,48.08,9066.21,110
Camping & Hiking,Fan Shop,9/7/201,40,11999.2,0.2,47.5,12499.17,111
Fishing,Fan Shop,3/1/201,56,22398.88,0.2,48.21,20932.29,111
Fishing,Fan Shop,5/11/20,55,21998.9,0.2,47.27,21065.61,111
Water Sports,Fan Shop,12/6/20,30,5999.7,0.2,53.33,6399.68,111
Water Sports,Fan Shop,7/3/201,49,9799.51,0.2,44.9,8866.22,111
Camping & Hiking,Fan Shop,6/5/201,32,9599.36,0.19,59.38,11899.21,112
Camping & Hiking,Fan Shop,7/12/20,42,12599.16,0.19,52.38,12599.16,112
Indoor/Outdoor Games,Fan Shop,8/5/201,63,8446.62,0.19,47.62,9063.04,112
Camping & Hiking,Fan Shop,11/17/2,22,6599.56,0.18,40.91,7599.49,113
Camping & Hiking,Fan Shop,11/30/2,22,6599.56,0.18,36.36,9799.35,113
Fishing,Fan Shop,2/28/20,49,19599.02,0.18,51.02,19599.02,113
Fishing,Fan Shop,3/7/201,51,20398.98,0.18,39.22,20265.65,113
Indoor/Outdoor Games,Fan Shop,4/22/20,55,8296.68,0.18,45.45,8746.5,113
Indoor/Outdoor Games,Fan Shop,6/16/20,49,7097.16,0.18,53.06,8013.46,113
Water Sports,Fan Shop,12/11/2,39,7799.61,0.18,48.72,6733.0,113
Water Sports,Fan Shop,8/16/20,56,11199.44,0.18,53.57,10532.81,113
Camping & Hiking,Fan Shop,2/16/20,40,11999.2,0.17,50.0,10499.3,114
Camping & Hiking,Fan Shop,6/30/20,46,13799.08,0.17,47.83,14099.06,114
Camping & Hiking,Fan Shop,9/12/20,47,14099.06,0.17,51.06,11899.21,114
Fishing,Fan Shop,10/7/20,30,11999.4,0.17,53.33,11466.09,114
Fishing,Fan Shop,7/16/20,46,18399.08,0.17,43.48,20132.33,114
Water Sports,Fan Shop,3/20/20,36,7199.64,0.17,38.89,7199.64,114
Water Sports,Fan Shop,3/31/20,52,10399.48,0.17,46.15,10532.81,114
Water Sports,Fan Shop,8/30/20,47,9399.53,0.17,53.19,9532.86,114
Camping & Hiking,Fan Shop,1/9/201,38,11399.24,0.16,50.0,11799.21,115
Camping & Hiking,Fan Shop,10/30/2,25,7499.5,0.16,40.0,8399.44,115
Fishing,Fan Shop,12/31/2,44,17599.12,0.16,45.45,15865.87,115
Fishing,Fan Shop,4/14/20,56,22398.88,0.16,42.86,21465.59,115
Fishing,Fan Shop,5/12/20,56,22398.88,0.16,41.07,20265.65,115
Fishing,Fan Shop,9/5/201,55,21998.9,0.16,47.27,23332.17,115
Indoor/Outdoor Games,Fan Shop,7/27/20,62,10395.84,0.16,45.16,8646.54,115
Water Sports,Fan Shop,11/12/2,31,6199.69,0.16,48.39,5599.72,115
Water Sports,Fan Shop,3/16/20,44,8799.56,0.16,43.18,9866.17,115
Camping & Hiking,Fan Shop,1/4/201,40,11999.2,0.15,45.0,13499.1,116
Fishing,Fan Shop,5/15/20,59,23598.82,0.15,42.37,22265.55,116
Fishing,Fan Shop,9/11/20,46,18399.08,0.15,43.48,21198.94,116
Indoor/Outdoor Games,Fan Shop,8/15/20,48,7596.96,0.15,54.17,6797.28,116
Water Sports,Fan Shop,1/11/20,41,8199.59,0.15,43.9,8332.92,116
Water Sports,Fan Shop,6/11/20,46,9199.54,0.15,39.13,8799.56,116
Water Sports,Fan Shop,7/23/20,53,10599.47,0.15,47.17,9399.53,116
Water Sports,Fan Shop,8/13/20,39,7799.61,0.15,46.15,8732.9,116
Water Sports,Fan Shop,8/28/20,47,9399.53,0.15,38.3,9466.19,116
Camping & Hiking,Fan Shop,1/24/20,36,10799.28,0.14,55.56,12299.18,117
Camping & Hiking,Fan Shop,11/29/2,35,10499.3,0.14,51.43,8099.46,117
Camping & Hiking,Fan Shop,6/21/20,44,13199.12,0.14,34.09,13499.1,117
Camping & Hiking,Fan Shop,9/21/20,37,11099.26,0.14,54.05,13099.13,117
Fishing,Fan Shop,10/8/20,28,11199.44,0.14,39.29,10799.46,117
Fishing,Fan Shop,3/11/20,35,13999.3,0.14,42.86,21065.61,117
Fishing,Fan Shop,9/7/201,50,19999.0,0.14,54.0,20665.63,117
Indoor/Outdoor Games,Fan Shop,3/16/20,58,7846.86,0.14,44.83,9079.7,117
Indoor/Outdoor Games,Fan Shop,3/5/201,64,9296.28,0.14,50.0,8596.56,117
Water Sports,Fan Shop,7/29/20,29,5799.71,0.14,51.72,8266.25,117
Camping & Hiking,Fan Shop,10/21/2,30,8999.4,0.13,40.0,8099.46,118
Fishing,Fan Shop,3/31/20,46,18399.08,0.13,39.13,18799.06,118
Water Sports,Fan Shop,10/8/20,32,6399.68,0.13,46.88,5733.05,118
Water Sports,Fan Shop,5/6/201,48,9599.52,0.13,43.75,9399.53,118
Camping & Hiking,Fan Shop,4/16/20,42,12599.16,0.12,45.24,12299.18,119
Water Sports,Fan Shop,12/8/20,26,5199.74,0.12,50.0,5466.39,119
Camping & Hiking,Fan Shop,11/24/2,37,11099.26,0.11,43.24,9699.35,120
Camping & Hiking,Fan Shop,2/7/201,37,11099.26,0.11,45.95,11999.2,120
Camping & Hiking,Fan Shop,7/25/20,37,11099.26,0.11,45.95,12999.13,120
Toys,Fan Shop,12/8/20,37,426.98,0.11,48.65,669.32,120
Water Sports,Fan Shop,1/10/20,45,8999.55,0.11,48.89,8399.58,120
Water Sports,Fan Shop,6/29/20,45,8999.55,0.11,40.0,9666.18,120
Camping & Hiking,Fan Shop,7/27/20,29,8699.42,0.1,48.28,11099.26,121
Fishing,Fan Shop,1/16/20,60,23998.8,0.1,41.67,21332.27,121
Fishing,Fan Shop,11/14/2,29,11599.42,0.1,34.48,13599.32,121
Indoor/Outdoor Games,Fan Shop,1/25/20,63,9146.34,0.1,49.21,9146.34,121
Water Sports,Fan Shop,12/20/2,30,5999.7,0.1,43.33,6133.03,121
Camping & Hiking,Fan Shop,12/26/2,22,6599.56,0.09,50.0,6799.55,122
Fishing,Fan Shop,12/11/2,32,12799.36,0.09,46.88,11999.4,122
Fishing,Fan Shop,3/17/20,46,18399.08,0.09,47.83,19332.37,122
Camping & Hiking,Fan Shop,12/19/2,25,7499.5,0.08,40.0,7099.53,123
Fishing,Fan Shop,10/29/2,37,14799.26,0.08,51.35,15599.22,123
Indoor/Outdoor Games,Fan Shop,11/24/2,36,5197.92,0.08,41.67,5814.34,123
Water Sports,Fan Shop,2/4/201,39,7799.61,0.08,46.15,6666.33,123
Fishing,Fan Shop,3/21/20,46,18399.08,0.07,36.96,21732.25,124
Fishing,Fan Shop,9/3/201,57,22798.86,0.07,47.37,22932.19,124
Indoor/Outdoor Games,Fan Shop,2/29/20,15,2349.06,0.07,40.0,5347.86,124
Water Sports,Fan Shop,2/24/20,40,7999.6,0.07,40.0,8866.22,124
Camping & Hiking,Fan Shop,10/7/20,31,9299.38,0.06,48.39,7899.47,125
Camping & Hiking,Fan Shop,2/24/20,34,10199.32,0.06,44.12,11299.25,125
Fishing,Fan Shop,12/30/2,33,13199.34,0.06,42.42,14265.95,125
Indoor/Outdoor Games,Fan Shop,1/1/201,51,6947.22,0.06,47.06,6947.22,125
Indoor/Outdoor Games,Fan Shop,2/8/201,52,7497.0,0.06,40.38,9129.68,125
Indoor/Outdoor Games,Fan Shop,6/10/20,51,7397.04,0.06,39.22,9396.24,125
Camping & Hiking,Fan Shop,10/15/2,20,5999.6,0.05,35.0,7299.51,126
Camping & Hiking,Fan Shop,5/6/201,43,12899.14,0.05,41.86,13999.07,126
Indoor/Outdoor Games,Fan Shop,4/2/201,55,7996.8,0.05,45.45,8446.62,126
Water Sports,Fan Shop,6/1/201,42,8399.58,0.05,38.1,10266.15,126
Camping & Hiking,Fan Shop,10/6/20,23,6899.54,0.04,26.09,7799.48,127
Camping & Hiking,Fan Shop,10/9/20,27,8099.46,0.04,40.74,8999.4,127
Camping & Hiking,Fan Shop,12/5/20,24,7199.52,0.04,33.33,7399.51,127
Camping & Hiking,Fan Shop,4/9/201,49,14699.02,0.04,38.78,13199.12,127
Water Sports,Fan Shop,11/15/2,25,4999.75,0.04,44.0,5466.39,127
Fishing,Fan Shop,1/25/20,59,23598.82,0.03,47.46,21732.25,128
Fishing,Fan Shop,11/12/2,32,12799.36,0.03,40.63,11866.07,128
Camping & Hiking,Fan Shop,6/1/201,48,14399.04,0.02,45.83,12499.17,129
Indoor/Outdoor Games,Fan Shop,1/4/201,42,5947.62,0.02,45.24,8030.12,129
Water Sports,Fan Shop,4/28/20,41,8199.59,0.02,34.15,10066.16,129
Water Sports,Fan Shop,9/25/20,49,10099.51,0.02,44.9,9432.88,129
Camping & Hiking,Fan Shop,4/1/201,48,14399.04,0.0,37.5,13199.12,130
Indoor/Outdoor Games,Fan Shop,2/4/201,53,8996.4,0.0,33.96,7513.66,130
Camping & Hiking,Fan Shop,4/30/20,33,9899.34,-0.03,42.42,11099.26,131
Camping & Hiking,Fan Shop,9/10/20,33,9899.34,-0.03,39.39,10499.3,131
Camping & Hiking,Fan Shop,2/21/20,48,14399.04,-0.04,29.17,16098.93,132
Fishing,Fan Shop,3/30/20,44,17599.12,-0.05,43.18,21598.92,133
Indoor/Outdoor Games,Fan Shop,4/19/20,59,9746.1,-0.07,42.37,8579.9,134
Indoor/Outdoor Games,Fan Shop,12/31/2,36,5197.92,-0.08,33.33,5847.66,135
Camping & Hiking,Fan Shop,10/18/2,35,10499.3,-0.09,42.86,8399.44,136
Water Sports,Fan Shop,10/9/20,31,6199.69,-0.1,32.26,6066.36,137
Indoor/Outdoor Games,Fan Shop,12/20/2,35,5797.68,-0.11,45.71,5814.34,138
Water Sports,Fan Shop,1/25/20,38,7599.62,-0.11,44.74,8399.58,138
Indoor/Outdoor Games,Fan Shop,1/28/20,57,8596.56,-0.12,40.35,10079.3,139
Indoor/Outdoor Games,Fan Shop,4/6/201,41,5347.86,-0.12,39.02,7796.88,139
Camping & Hiking,Fan Shop,10/16/2,24,7199.52,-0.13,41.67,7499.5,140
Indoor/Outdoor Games,Fan Shop,11/30/2,28,3998.4,-0.14,39.29,5514.46,141
Camping & Hiking,Fan Shop,1/25/20,27,8099.46,-0.15,33.33,9899.34,142
Camping & Hiking,Fan Shop,12/20/2,18,5399.64,-0.17,38.89,5699.62,143
Camping & Hiking,Fan Shop,12/11/2,27,8099.46,-0.44,33.33,8899.41,146
Sporting Goods,Fitness,1/13/20,36,11799.0,1.0,72.22,18900.25,17
Sporting Goods,Fitness,12/2/20,18,5899.5,0.89,72.22,6008.75,18
Sporting Goods,Fitness,1/11/20,68,22287.0,0.82,69.12,17370.75,19
Sporting Goods,Fitness,1/10/20,38,12454.5,0.76,60.53,12454.5,21
Sporting Goods,Fitness,1/12/20,69,22614.75,0.59,56.52,19118.75,25
Sporting Goods,Fitness,12/3/20,69,22614.75,0.36,52.17,9614.0,29
Sporting Goods,Fitness,12/4/20,58,19009.5,0.33,51.72,15841.25,30
Cardio Equipment,Footwear,11/18/2,20,7399.26,1.35,70.0,8575.81,15
Electronics,Footwear,1/1/201,15,1827.53,1.27,66.67,1827.53,16
Cardio Equipment,Footwear,9/21/20,38,10798.92,1.26,76.32,9575.71,17
Electronics,Footwear,1/3/201,13,1604.56,1.23,61.54,1440.3,19
Electronics,Footwear,11/19/2,14,1277.65,1.21,64.29,1213.37,21
Electronics,Footwear,3/19/20,14,1575.59,1.21,64.29,1505.28,21
Electronics,Footwear,10/18/2,11,1123.68,1.18,63.64,987.74,23
Electronics,Footwear,10/24/2,11,1795.55,1.18,72.73,740.14,23
Electronics,Footwear,8/13/20,12,1299.63,1.17,66.67,1045.73,24
Cardio Equipment,Footwear,1/31/20,37,10898.91,1.11,64.86,12238.78,27
Cardio Equipment,Footwear,12/15/2,21,6889.32,1.1,66.67,7995.87,28
Cardio Equipment,Footwear,2/29/20,23,7999.2,1.09,69.57,9675.7,29
Cardio Equipment,Footwear,3/11/20,32,9399.06,1.09,78.13,9732.36,29
Cardio Equipment,Footwear,3/4/201,33,8199.18,1.09,66.67,10572.28,29
Cardio Equipment,Footwear,1/14/20,40,11718.84,1.07,70.0,11962.15,30
Cardio Equipment,Footwear,9/6/201,29,9199.08,1.07,55.17,10248.98,30
Cardio Equipment,Footwear,2/24/20,32,9499.05,1.06,68.75,11232.21,31
Cardio Equipment,Footwear,7/14/20,39,12118.8,1.05,69.23,9645.71,32
Cardio Equipment,Footwear,4/15/20,48,16198.38,1.04,72.92,12818.72,33
Cardio Equipment,Footwear,6/27/20,48,14418.57,1.04,75.0,12855.39,33
Cardio Equipment,Footwear,12/1/20,35,11198.88,1.03,80.0,8762.46,34
Cardio Equipment,Footwear,4/13/20,36,10458.96,1.03,63.89,10308.98,34
Cardio Equipment,Footwear,8/17/20,41,12198.78,1.02,65.85,10039.0,35
Cardio Equipment,Footwear,8/21/20,45,12828.75,1.02,80.0,12852.07,35
Cardio Equipment,Footwear,1/19/20,41,12288.78,1.0,65.85,11945.48,36
Cardio Equipment,Footwear,10/12/2,27,7899.21,1.0,66.67,7115.98,36
Cardio Equipment,Footwear,10/2/20,33,9719.04,1.0,69.7,8755.8,36
Cardio Equipment,Footwear,4/14/20,41,11798.82,1.0,63.41,10262.31,36
Cardio Equipment,Footwear,5/21/20,32,10298.97,1.0,78.13,11865.48,36
Cardio Equipment,Footwear,8/14/20,40,14498.55,1.0,70.0,11908.81,36
Cardio Equipment,Footwear,4/2/201,37,10758.93,0.97,62.16,11405.53,37
Cardio Equipment,Footwear,1/3/201,47,13718.64,0.96,68.09,11462.2,38
Cardio Equipment,Footwear,1/17/20,38,10228.98,0.95,71.05,10128.99,39
Cardio Equipment,Footwear,4/16/20,38,9599.04,0.95,60.53,12532.08,39
Cardio Equipment,Footwear,8/1/201,40,12538.77,0.95,67.5,10049.01,39
Cardio Equipment,Footwear,9/1/201,34,9649.05,0.94,64.71,9185.76,40
Cardio Equipment,Footwear,11/4/20,30,9549.06,0.93,70.0,6782.66,41
Cardio Equipment,Footwear,7/7/201,41,12298.77,0.93,70.73,11268.88,41
Cardio Equipment,Footwear,1/13/20,39,12298.77,0.92,74.36,10955.58,42
Cardio Equipment,Footwear,2/1/201,39,10398.96,0.92,71.79,8045.87,42
Cardio Equipment,Footwear,3/22/20,36,9559.08,0.92,66.67,9085.78,42
Cardio Equipment,Footwear,4/23/20,39,12378.78,0.92,71.79,12818.73,42
Cardio Equipment,Footwear,6/15/20,26,8699.13,0.92,57.69,11132.22,42
Electronics,Footwear,10/25/2,13,1652.58,0.92,69.23,1249.68,42
Cardio Equipment,Footwear,10/24/2,23,7459.26,0.91,73.91,5909.42,43
Cardio Equipment,Footwear,2/18/20,44,13698.63,0.91,65.91,11072.24,43
Cardio Equipment,Footwear,5/1/201,35,10558.95,0.91,68.57,11075.57,43
Cardio Equipment,Footwear,7/31/20,34,10358.97,0.91,64.71,12425.43,43
Cardio Equipment,Footwear,1/15/20,21,5999.4,0.9,66.67,10005.67,44
Cardio Equipment,Footwear,6/9/201,31,8639.16,0.9,64.52,10062.34,44
Cardio Equipment,Footwear,9/11/20,41,10618.95,0.9,60.98,10762.27,44
Cardio Equipment,Footwear,2/27/20,35,10098.99,0.89,62.86,10545.62,45
Cardio Equipment,Footwear,6/23/20,27,7399.26,0.89,66.67,11548.85,45
Cardio Equipment,Footwear,6/28/20,37,11188.89,0.89,62.16,12135.46,45
Cardio Equipment,Footwear,8/10/20,36,12798.72,0.89,69.44,11378.87,45
Cardio Equipment,Footwear,8/6/201,38,12628.74,0.89,65.79,10602.28,45
Cardio Equipment,Footwear,1/30/20,40,12098.79,0.88,65.0,11928.82,46
Cardio Equipment,Footwear,2/13/20,39,11848.83,0.87,69.23,9689.04,47
Cardio Equipment,Footwear,12/18/2,21,7049.31,0.86,71.43,7499.26,48
Cardio Equipment,Footwear,2/11/20,35,10798.92,0.86,65.71,10398.96,48
Cardio Equipment,Footwear,6/24/20,29,9799.02,0.86,65.52,10029.0,48
Cardio Equipment,Footwear,10/26/2,34,8639.16,0.85,70.59,7072.64,49
Cardio Equipment,Footwear,3/28/20,26,7289.28,0.85,73.08,10612.29,49
Cardio Equipment,Footwear,4/5/201,27,8999.1,0.85,55.56,8509.16,49
Cardio Equipment,Footwear,8/22/20,27,8399.16,0.85,66.67,11558.86,49
Cardio Equipment,Footwear,1/12/20,38,11868.84,0.84,63.16,11615.52,50
Cardio Equipment,Footwear,1/26/20,44,11998.8,0.84,63.64,11575.51,50
Cardio Equipment,Footwear,10/25/2,19,5119.5,0.84,73.68,6409.37,50
Cardio Equipment,Footwear,2/6/201,37,11598.84,0.84,64.86,12505.43,50
Cardio Equipment,Footwear,7/5/201,44,12848.73,0.84,63.64,12288.78,50
Cardio Equipment,Footwear,9/24/20,37,11998.8,0.84,62.16,11698.83,50
Cardio Equipment,Footwear,1/9/201,36,10259.01,0.83,75.0,11595.53,51
Cardio Equipment,Footwear,11/20/2,24,6459.36,0.83,70.83,8065.87,51
Cardio Equipment,Footwear,2/3/201,35,10998.9,0.83,68.57,9975.67,51
Cardio Equipment,Footwear,7/26/20,36,11088.9,0.83,66.67,10092.33,51
Electronics,Footwear,1/31/20,12,1920.57,0.83,66.67,1496.97,51
Cardio Equipment,Footwear,1/29/20,34,9969.03,0.82,61.76,10238.99,52
Cardio Equipment,Footwear,11/13/2,34,9319.08,0.82,61.76,8272.51,52
Cardio Equipment,Footwear,3/8/201,28,8109.21,0.82,57.14,9725.71,52
Cardio Equipment,Footwear,5/17/20,33,9279.09,0.82,66.67,10822.26,52
Cardio Equipment,Footwear,5/19/20,33,8929.11,0.82,69.7,10602.28,52
Cardio Equipment,Footwear,5/8/201,38,11218.89,0.82,57.89,11465.54,52
Electronics,Footwear,2/14/20,11,1129.68,0.82,63.64,973.74,52
Cardio Equipment,Footwear,2/5/201,48,14118.63,0.81,66.67,12305.45,53
Cardio Equipment,Footwear,3/12/20,37,10998.93,0.81,67.57,10698.94,53
Cardio Equipment,Footwear,3/15/20,36,11688.84,0.81,63.89,11252.22,53
Cardio Equipment,Footwear,3/7/201,37,11228.88,0.81,59.46,11065.57,53
Cardio Equipment,Footwear,7/20/20,31,8359.17,0.81,61.29,8252.51,53
Cardio Equipment,Footwear,9/20/20,31,8899.11,0.81,61.29,9685.7,53
Cardio Equipment,Footwear,9/28/20,37,11598.84,0.81,59.46,11965.47,53
Cardio Equipment,Footwear,3/1/201,30,8099.19,0.8,63.33,9595.72,54
Cardio Equipment,Footwear,11/26/2,24,7799.22,0.79,62.5,6879.32,55
Cardio Equipment,Footwear,12/22/2,24,8099.19,0.79,75.0,6496.02,55
Cardio Equipment,Footwear,12/23/2,28,8979.12,0.79,50.0,7289.28,55
Cardio Equipment,Footwear,12/28/2,19,5099.49,0.79,68.42,6699.33,55
Cardio Equipment,Footwear,12/29/2,24,6679.35,0.79,62.5,6792.66,55
Cardio Equipment,Footwear,12/6/20,24,6309.39,0.79,62.5,6969.31,55
Cardio Equipment,Footwear,12/7/20,33,11598.84,0.79,60.61,8369.17,55
Cardio Equipment,Footwear,3/19/20,48,12668.76,0.79,58.33,12035.48,55
Cardio Equipment,Footwear,3/23/20,34,8399.16,0.79,67.65,8679.15,55
Cardio Equipment,Footwear,4/11/20,39,11938.83,0.79,56.41,11532.19,55
Cardio Equipment,Footwear,4/20/20,33,9829.02,0.79,60.61,10315.64,55
Cardio Equipment,Footwear,8/5/201,38,10378.98,0.79,73.68,12452.1,55
Cardio Equipment,Footwear,9/15/20,28,8299.17,0.79,57.14,9149.09,55
Cardio Equipment,Footwear,9/22/20,33,9299.07,0.79,63.64,9665.7,55
Cardio Equipment,Footwear,1/8/201,41,12028.8,0.78,68.29,12122.14,56
Cardio Equipment,Footwear,5/24/20,37,11998.8,0.78,75.68,11908.81,56
Cardio Equipment,Footwear,6/26/20,40,10798.92,0.78,65.0,11315.54,56
Cardio Equipment,Footwear,10/30/2,31,9949.02,0.77,67.74,8989.11,57
Cardio Equipment,Footwear,5/7/201,43,13228.71,0.77,62.79,10059.01,57
Cardio Equipment,Footwear,7/28/20,44,10998.9,0.77,68.18,10562.28,57
Cardio Equipment,Footwear,8/16/20,44,12858.72,0.77,70.45,10805.59,57
Cardio Equipment,Footwear,9/23/20,43,13798.62,0.77,69.77,11298.87,57
Cardio Equipment,Footwear,3/30/20,29,10518.96,0.76,62.07,9775.7,58
Cardio Equipment,Footwear,8/4/201,29,8799.12,0.76,58.62,13878.62,58
Cardio Equipment,Footwear,11/1/20,16,4299.57,0.75,62.5,6016.07,59
Cardio Equipment,Footwear,11/19/2,28,8039.22,0.75,60.71,8289.18,59
Cardio Equipment,Footwear,3/17/20,44,11618.85,0.75,54.55,12135.46,59
Cardio Equipment,Footwear,4/21/20,44,12548.76,0.75,63.64,11045.57,59
Cardio Equipment,Footwear,4/25/20,32,10688.94,0.75,56.25,10852.26,59
Electronics,Footwear,3/18/20,16,1640.56,0.75,62.5,1530.61,59
Cardio Equipment,Footwear,12/24/2,19,5759.43,0.74,63.16,7612.58,60
Cardio Equipment,Footwear,5/11/20,34,10708.95,0.74,67.65,11042.24,60
Cardio Equipment,Footwear,6/4/201,38,11798.85,0.74,60.53,11632.18,60
Cardio Equipment,Footwear,1/5/201,41,11778.84,0.73,68.29,11285.55,61
Cardio Equipment,Footwear,6/5/201,33,9899.01,0.73,60.61,11332.21,61
Cardio Equipment,Footwear,2/10/20,32,9999.0,0.72,59.38,9179.09,62
Cardio Equipment,Footwear,9/4/201,32,8899.11,0.72,59.38,8989.11,62
Electronics,Footwear,4/4/201,14,1094.69,0.71,78.57,877.09,63
Cardio Equipment,Footwear,2/8/201,33,10718.94,0.7,54.55,10415.63,64
Cardio Equipment,Footwear,4/26/20,40,11668.86,0.7,70.0,10615.62,64
Cardio Equipment,Footwear,5/26/20,30,9599.04,0.7,66.67,11028.9,64
Cardio Equipment,Footwear,7/21/20,40,12058.8,0.7,57.5,9205.75,64
Cardio Equipment,Footwear,7/19/20,32,9199.08,0.69,59.38,11752.16,65
Cardio Equipment,Footwear,9/2/201,36,9029.1,0.69,61.11,10645.61,65
Electronics,Footwear,2/7/201,13,1592.62,0.69,61.54,1459.31,65
Electronics,Footwear,3/3/201,13,1243.61,0.69,69.23,1431.94,65
Cardio Equipment,Footwear,1/27/20,34,10049.01,0.68,61.76,11748.83,66
Cardio Equipment,Footwear,10/29/2,28,7859.22,0.68,64.29,8359.17,66
Cardio Equipment,Footwear,4/24/20,31,9489.06,0.68,54.84,11798.83,66
Cardio Equipment,Footwear,4/8/201,37,11518.86,0.68,67.57,9992.34,66
Cardio Equipment,Footwear,4/9/201,38,11148.9,0.68,57.89,10488.96,66
Cardio Equipment,Footwear,8/19/20,28,8429.16,0.68,57.14,10508.95,66
Cardio Equipment,Footwear,8/20/20,44,13448.67,0.68,63.64,11385.54,66
Cardio Equipment,Footwear,1/22/20,48,13568.67,0.67,60.42,11765.51,67
Cardio Equipment,Footwear,5/9/201,33,9599.04,0.67,66.67,11348.88,67
Electronics,Footwear,4/13/20,15,1410.64,0.67,53.33,1107.71,67
Cardio Equipment,Footwear,3/13/20,32,8599.14,0.66,59.38,9665.71,68
Cardio Equipment,Footwear,5/29/20,38,11808.84,0.66,57.89,11802.16,68
Cardio Equipment,Footwear,10/28/2,23,6899.31,0.65,65.22,8619.15,69
Cardio Equipment,Footwear,11/11/2,26,8099.19,0.65,61.54,5199.48,69
Cardio Equipment,Footwear,12/10/2,20,5759.43,0.65,55.0,8062.53,69
Cardio Equipment,Footwear,4/12/20,31,8529.15,0.65,64.52,10855.59,69
Cardio Equipment,Footwear,8/18/20,37,10898.91,0.65,59.46,11985.47,69
Cardio Equipment,Footwear,3/27/20,47,11798.85,0.64,55.32,12168.8,70
Cardio Equipment,Footwear,7/24/20,39,10328.97,0.64,56.41,11178.89,70
Cardio Equipment,Footwear,7/4/201,50,13658.64,0.64,58.0,12068.8,70
Cardio Equipment,Footwear,10/23/2,24,6649.35,0.63,45.83,6689.34,71
